r,Product SKU,Brand,Parent Category,Sub Category 1,Sub Category 2,Brand Category,Product Name,Weight,Dimensions,Optimised Description?,PDP?,Promo Badges,Number of Offer Categories,Bulk Pricing Rules?,Cross Sells Updated?,Number of Images,Filters Correct?,Batteries Included,Part of a Recipe?,Cost Price ex VAT,Selling Price inc VAT,Selling Price ex VAT,Sale Price inc VAT,Calculated Profit % Per Unit,Stock Value,Calculated Revenue ,Availabile Stock,Supplier Stock,Promotion Availability,On Order?,Total Sales this Year,Total Sales Last Year,Best Seller Status
211282,MAKAC-134838-2,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134838-2 Impact Socket 21-41mm 6904,Y,Y,,N,N,0,N,#N/A,,,N/A,N,2.98,5.36,4.466666667,0,33.28%,0,35.73333333,0,0,0,0,0,8,E
211283,MAKAC-134851-0,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134851-0 Impact Socket 22-42mm 6904/6905B,Y,Y,,N,N,0,N,#N/A,,,N/A,N,4.58,8.24,6.866666667,0,33.30%,0,0,0,0,0,0,0,0,F
211284,MAKAC-134840-5,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134840-5 Impact Socket 23-43mm 6904,Y,Y,,N,N,0,N,#N/A,,,N/A,N,3.86,6.02,5.016666667,0,23.06%,0,0,0,0,0,0,0,0,F
211285,MAKAC-134835-8,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134835-8 Impact Socket 23-52mm 6904,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,6.51,11.72,9.766666667,0,33.34%,0,0,0,0,0,0,0,0,F
211286,MAKAC-134842-1,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134842-1 Impact Socket 26-45mm 6904,Y,Y,,N,N,0,N,#N/A,,,N/A,N,4.36,7.85,6.541666667,0,33.35%,0,0,0,0,0,0,0,0,F
211287,MAKAC-134843-9,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134843-9 Impact Socket 26-75mm 6904,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.39,15.1,12.58333333,0,33.32%,0,0,0,0,0,0,0,0,F
211288,MAKAC-133301-2,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 133301-2 Im[act Socket 27-75mm 6905B,Y,Y,,N,N,0,N,#N/A,,,N/A,N,7.26,13.07,10.89166667,0,33.34%,0,0,0,0,0,0,0,0,F
211289,MAKAC-134847-1,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134847-1 Impact Socket 30-75mm 6905B,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.76,15.77,13.14166667,0,33.34%,0,13.14166667,0,0,0,0,0,1,E
211290,MAKAC-134848-9,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134848-9 Impact Socket 32-48mm 6905B,Y,Y,,N,N,0,N,#N/A,,,N/A,N,7.1,12.77,10.64166667,0,33.28%,#N/A,0,0,0,0,0,0,0,F
211291,MAKAC-134849-7,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134849-7 Impact Socket 32-75mm 6905B,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.93,16.07,13.39166667,0,33.32%,0,0,0,0,0,0,0,0,F
211292,MAKACE-22274,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-22274 Impact Socket 3/4"" Sq 26x53mm",Y,Y,,N,N,0,N,#N/A,3,,N/A,N,10.24,18.43,15.35833333,0,33.33%,0,0,0,0,0,0,0,0,F
211293,MAKAC-134854-4,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134854-4 Impact Socket 26-100mm 6906,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.32,18.58,15.48333333,0,33.35%,0,0,0,0,0,0,0,0,F
211294,MAKACE-22280,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-22280 Impact Socket 3/4"" Sq 27x53mm",Y,Y,,N,N,0,N,#N/A,3,,N/A,N,10.24,18.43,15.35833333,0,33.33%,0,0,0,0,0,0,0,0,F
211295,MAKACE-22361,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-22361 Impact Socket 3/4"" Sq 27x90mm",Y,Y,,N,N,0,N,#N/A,3,,N/A,N,14.85,26.73,22.275,0,33.33%,0,0,0,0,0,0,0,0,F
211296,MAKAC-134857-8,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134857-8 Impact Socket 30-52mm 6906,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.66,15.59,12.99166667,0,33.34%,0,0,0,0,0,0,0,0,F
211297,MAKACE-22383,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,"Makita E-22383 Impact Socket 3/4"" Sq 32x90mm",Y,Y,,N,N,0,N,#N/A,3,,N/A,N,16.38,29.49,24.575,0,33.35%,0,0,0,0,0,0,0,0,F
211298,MAKAC-134860-9,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134860-9 Impact Socket 35-58mm 6906,Y,Y,,N,N,0,N,#N/A,,,N/A,N,6.67,12,10,0,33.30%,0,0,0,0,0,0,0,0,F
211299,MAKAC-134861-7,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134861-7 Impact Socket 35-95mm 6906,Y,Y,,N,N,0,N,#N/A,,,N/A,N,14.52,26.14,21.78333333,0,33.34%,0,0,0,0,0,0,0,0,F
211300,MAKAC-134862-5,Makita ,Hand Tools,Socket & Sets,,Makita Hand Tools,Makita 134862-5 Impact Socket 36-59mm 6906,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,9.79,17.62,14.68333333,0,33.33%,0,0,0,0,0,0,0,0,F
211301,MAKAC-784803-7,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita 784803-7 Magnetic Socket Bit 1/4 6802,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.35,20.42,17.01666667,0,33.30%,0,0,0,0,0,0,0,0,F
211302,MAKAC-784804-5,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita 784804-5 Magnetic Bit 5/16-65,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.17,18.3,15.25,0,33.31%,0,0,0,0,0,0,0,0,F
211303,MAKAC-784802-9,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita 784802-9 Magnetic Socket Bit 3/8,Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.6,19.08,15.9,0,33.33%,0,0,0,0,0,0,0,0,F
211304,MAKAC-784806-1,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita 784806-1 Magnetic Socket Bit 10-65,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.35,20.42,17.01666667,0,33.30%,0,0,0,0,0,0,0,0,F
211305,MAKAC-784805-3,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,"Makita 784805-3 Magnetic Socket Bit 7/16""",Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.94,21.49,17.90833333,0,33.33%,0,0,0,0,0,0,0,0,F
211306,MAKACB-38772,Makita ,Hand Tools,Sockets & Sets,,Makita Socket Sets,Makita B-38772 Magnetic Nutsetter,Y,Y,,N,N,0,N,#N/A,,,N/A,N,1.34,1.99,1.658333333,0,19.20%,0,6.633333333,0,0,0,0,0,4,E
211307,MAKAC-784415-6,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,"Makita 784415-6 Non Magnetic Bit Holder 7/16""",Y,Y,,N,N,0,N,#N/A,,,N/A,N,9.79,17.62,14.68333333,0,33.33%,0,0,0,0,0,0,0,0,F
211308,MAKAC-784414-8,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,"Makita 784414-8 Special Socket Bit 7/16"" 6802B",Y,Y,,N,N,0,N,#N/A,2,,N/A,N,10.06,18.11,15.09166667,0,33.34%,0,15.09166667,0,0,0,0,0,1,E
211309,MAKAC-194043-3,Makita ,Accessories,Power Tool Accessories,Saw Stands,Makita Saw Stands,Makita 194043-3 Mitre Saw Leg Stand for LS1214,Y,Y,,N,N,0,N,02.10.25,,,N/A,N,56.45,88.07,73.39166667,0,23.08%,0,0,0,0,0,0,0,0,F
211310,MAKAC-198689-7,Makita ,Accessories,Power Tool Accessories,Saw Stands,Makita Saw Stands,Makita 198689-7 Planer Stand for 2012NB/NBX,Y,Y,,N,N,2,N,02.10.25,,,N/A,N,83.33,130,108.3333333,106.6,23.08%,250,0,3,0,3,0,0,0,F
211311,MAKAC-JM23610050,Makita ,Accessories,Power Tool Accessories,Mitre Saw Accessories,Makita Miscellaneous,Makita JM23610050 Bracket Set for DEAWST06 Stand,Y,Y,,N,N,0,N,#N/A,,,N/A,N,42.73,66.66,55.55,0,23.08%,0,222.2,0,0,0,0,0,4,E
211312,MAKAC-JM00000219,Makita ,Accessories,Power Tool Accessories,Mitre Saw Accessories,Makita Miscellaneous,Makita JM00000219 Bracket Set for WST07 & DEBWST06,Y,Y,,N,N,0,N,#N/A,,,N/A,N,44.51,69.44,57.86666667,0,23.08%,0,0,0,0,0,0,0,0,F
211313,MAKAC-199386-8,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita 199386-8 Hook Set for HS003G/HS004G,Y,Y,,N,N,0,N,#N/A,,,N/A,N,8.07,14.52,12.1,0,33.31%,0,60.5,0,0,0,0,0,5,E
211314,MAKAC-198687-1,Makita ,Accessories,Power Tool Accessories,Saw Stands,Makita Saw Stands,Makita 198687-1 Mitre Saw Stand for LS1016/1212/0,Y,Y,,N,N,0,N,02.10.25,,,N/A,N,282.14,440.14,366.7833333,0,23.08%,282.14,1833.916667,1,0,1,0,0,5,E
211315,MAKAC-194093-8,Makita ,Accessories,Power Tool Accessories,Saw Stands,Makita Saw Stands,Makita 194093-8 Stand/Wheeled Table Saw 2704,Y,Y,,N,N,0,N,02.10.25,2,,N/A,N,187.63,292.7,243.9166667,0,23.08%,0,0,0,0,0,0,0,0,F
211316,MAKAC-195838-7,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 195838-7 Guide Rail Adaptor for DHS630,Y,Y,,N,N,0,N,#N/A,,,N/A,N,27.66,43.15,35.95833333,0,23.08%,27.66,143.8333333,0,0,0,0,1,4,E
211317,MAKAC-197005-0,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 197005-0 Guide Rail Adapter Set HS7601/HS7611,Y,Y,,N,N,0,N,#N/A,,,N/A,N,42.19,65.82,54.85,0,23.08%,0,109.7,0,0,0,0,0,2,E
211318,MAKAC-196953-0,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 196953-0 Guide Rail Adaptor Set HS680,Y,Y,,N,N,0,N,#N/A,,,N/A,N,42.15,65.75,54.79166667,0,23.07%,0,109.5833333,0,0,0,0,0,2,E
211319,MAKAC-197462-2,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 197462-2 Guide Rail Adaptor Set HS6600,Y,Y,,N,N,0,N,#N/A,,,N/A,N,19.59,30.56,25.46666667,0,23.08%,0,127.3333333,0,0,0,2,0,5,E
211320,MAKAC-197252-3,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 197252-3 Guide Rail Adapter Set for DHS680 Only,Y,Y,,N,N,0,N,#N/A,,,N/A,N,42.19,65.82,54.85,0,23.08%,0,274.25,0,0,0,0,0,5,E
211321,MAKAC-198570-2,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 198570-2 Guide Rail Adapter Set HS600,Y,Y,,N,N,0,N,#N/A,,,N/A,N,129.02,201.28,167.7333333,0,23.08%,0,167.7333333,0,0,0,0,0,1,E
211322,MAKAC-192505-5,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 192505-5 Guide Rail Adapter 5603R/5703R,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,15.76,28.37,23.64166667,0,33.34%,0,0,0,0,0,0,0,0,F
211323,MAKAC-192506-3,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 192506-3 Guide Rail Adapter 5903R,Y,Y,,N,N,0,N,#N/A,,,N/A,N,75.81,118.26,98.55,0,23.07%,0,0,0,0,0,0,0,0,F
211324,MAKAC-192507-1,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 192507-1 Guide Rail Adaptor 5103R,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,83.87,130.83,109.025,0,23.07%,0,0,0,0,0,0,0,0,F
211325,MAKAC-193517-1,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 193517-1 Guide Rail Adaptor 4340CT/BJV,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,15.17,27.3,22.75,0,33.32%,0,0,0,0,0,0,0,0,F
211326,MAKAC-198704-7,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 198704-7 Guide Rail Adapter for DJV184,Y,Y,,N,N,0,N,#N/A,,,N/A,N,13.31,23.96,19.96666667,0,33.34%,0,19.96666667,0,0,0,0,0,1,E
211327,MAKAC-194579-2,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 194579-2 Guide Rail Adaptor - Routers,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,26.16,40.81,34.00833333,0,23.08%,0,68.01666667,0,0,0,0,0,2,E
211328,MAKAC-198673-2,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 198673-2 Guide Rail Adapter Set for DCC500,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,13.91,21.7,18.08333333,0,23.08%,83.46,470.1666667,6,0,6,0,0,26,D
211329,MAKAC-199232-5,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 199232-5 Guide Rail Adapter Set for DHS660/DHS661,Y,Y,,N,N,0,N,#N/A,,,N/A,N,30.89,48.19,40.15833333,0,23.08%,0,80.31666667,0,0,0,0,0,2,E
211330,MAKAC-19885-7,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 19885-7 Guide Rail Connector Set SP600,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,21.42,33.42,27.85,0,23.09%,0,83.55,0,0,0,0,0,3,E
211331,MAKAC-1913J9-2,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 1913J9-2 Kickback Reduction Stopper,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,2.76,8.29,6.908333333,0,60.05%,0,6.908333333,0,0,0,0,0,1,E
211332,MAKAC-1913K5-7,Makita ,Hand Tools,Clamps,,Makita Hand Tools,Makita 1913K5-7 Extrusion Clamps,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,21.53,33.59,27.99166667,0,23.08%,0,139.9583333,0,0,0,0,0,5,E
211333,MAKAC-1913K7-3,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 1913K7-3 Parallel Guide,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,50.23,78.36,65.3,0,23.08%,0,2873.2,0,0,0,39,0,44,D
211334,MAKAC-196664-7,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 196664-7 Bevel Guide Set SP6000,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,20.02,31.23,26.025,0,23.07%,0,182.175,0,0,0,0,0,7,E
211335,MAKAC-413102-7,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 413102-7 Running Strips 3000 194367-7,Y,Y,,N,N,0,N,#N/A,,,N/A,N,5.04,11.48,9.566666667,0,47.32%,10.07,95.66666667,2,0,2,0,2,10,E
211336,MAKACA-423360-7,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 423360-7 Rubber Splinter Guide 194367-7,Y,Y,,N,N,0,N,#N/A,,,N/A,N,4.16,6.99,5.825,0,28.58%,41.63,623.275,10,0,10,5,8,107,C
211337,MAKAC-423362-3,Makita ,Accessories,Power Tool Accessories,Guide Rails,Makita Guide Rails,Makita 423362-3 Guide Rail Seat 3000 194367-7,Y,Y,,N,N,0,N,#N/A,,,N/A,N,6.19,14.86,12.38333333,0,50.01%,0,99.06666667,0,0,0,0,1,8,E
211338,MAKACB-49719,Makita ,Accessories,Power Tool Accessories,Cutter Blades,Makita Miscellaneous,Makita B-49719 Board Cutter Blades (2 Pack),Y,Y,,N,N,0,N,#N/A,,,N/A,N,17.2,30.97,25.80833333,0,33.35%,0,25.80833333,0,0,0,0,0,1,E
211339,MAKAC-792567-9,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 792567-9 Band Saw Blade T6 2107F,Y,Y,,N,N,0,N,#N/A,,,N/A,N,29.68,46.29,38.575,0,23.06%,0,115.725,0,0,0,0,0,3,E
211340,MAKAC-792560-3,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 792560-3 Band Saw Blade T14 2107F,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,29.7,46.33,38.60833333,0,23.07%,0,38.60833333,0,0,0,0,0,1,E
211341,MAKAC-792559-8,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 792559-8 Band Saw Blade 18 (C.S) BPB180,Y,Y,,N,N,0,N,#N/A,,,N/A,N,29.68,46.29,38.575,0,23.06%,0,0,0,0,0,0,0,0,F
211342,MAKAC-792558-0,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 792558-0 Band Saw Blade T24 2107FK,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,28.4,44.3,36.91666667,0,23.07%,0,0,0,0,0,0,0,0,F
211343,MAKAC-792557-2,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 792557-2 Band Saw Blade T14 2107FK,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,12.05,18.8,15.66666667,0,23.09%,12.05,297.6666667,1,0,1,0,0,19,D
211344,MAKAC-792556-4,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 792556-4 Band Saw Blade T18 2107FK,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,13.66,21.31,17.75833333,0,23.08%,0,0,0,0,0,0,0,0,F
211345,MAKAC-194692-6,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita 194692-6 Band Saw Blade T24 2107FK,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,12.3,19.19,15.99166667,0,23.08%,24.6,79.95833333,2,0,2,0,3,5,E
211346,MAKACB-16667,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita B-16667 Band Saw Blade 4TPI Cross Cut,Y,Y,,N,N,0,N,#N/A,,,N/A,N,44.51,69.44,57.86666667,0,23.08%,0,0,0,0,0,0,0,0,F
211347,MAKACB-16673,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita B-16673 Band Saw Blade 4TPI Universal,Y,Y,,N,N,0,N,#N/A,,,N/A,N,44.51,69.44,57.86666667,0,23.08%,0,0,0,0,0,0,0,0,F
211348,MAKACB-16689,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita B-16689 Band Saw Blade 6TPI Curve Cut,Y,Y,,N,N,0,N,#N/A,,,N/A,N,44.51,69.44,57.86666667,0,23.08%,0,0,0,0,0,0,0,0,F
211349,MAKACB-16695,Makita ,Accessories,Power Tool Accessories,Band Saw Blades,Makita Band Saw Blades,Makita B-16695 Band Saw Blade 14TPI Metal,Y,Y,,N,N,0,N,#N/A,,,N/A,N,44.51,69.44,57.86666667,0,23.08%,0,0,0,0,0,0,0,0,F
211350,MAKACB-53986,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-53986 Nebula Diamond Wheel 115mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,7.14,11.13,9.275,0,23.02%,0,0,0,0,0,0,0,0,F
211351,MAKACB-53992,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-53992 Nebula Diamond Wheel 125mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,8.34,13.01,10.84166667,0,23.07%,0,65.05,0,0,0,0,0,6,E
211352,MAKACB-54025,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-54025 Nebula Diamond Wheel 230mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,15.14,23.62,19.68333333,0,23.08%,0,78.73333333,0,0,0,0,0,4,E
211353,MAKACB-54031,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-54031 Nebula Diamond Wheel 300mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,23.41,36.52,30.43333333,0,23.08%,0,30.43333333,0,0,0,0,0,1,E
211354,MAKACB-54047,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-54047 Nebula Diamond Wheel 300mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,26.09,40.7,33.91666667,0,23.08%,0,0,0,0,0,0,0,0,F
211355,MAKACB-54053,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-54053 Nebula Diamond Wheel 350mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,28.21,44.01,36.675,0,23.08%,0,36.675,0,0,0,0,0,1,E
211356,MAKACB-54069,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-54069 Nebula Diamond Wheel 400mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,32.79,48.93,40.775,44.04,19.58%,131.16,448.525,4,0,4,0,0,11,D
211357,MAKACB-54075,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-54075 Nebula Diamond Wheel 450mm,Y,Y,,N,N,0,N,#N/A,,,N/A,N,97.83,152.62,127.1833333,0,23.08%,0,0,0,0,0,0,0,0,F
211358,MAKACB-12762,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,"Makita B-12762 Comet Diamond Wheel 115mm x 22,23mm",Y,Y,,N,N,0,N,#N/A,2,,N/A,N,15.12,23.59,19.65833333,0,23.09%,0,19.65833333,0,0,0,0,0,1,E
211359,MAKACB-12784,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,"Makita B-12784 Comet Diamond Wheel 230mm x 22,23mm 3DDG",Y,Y,,N,N,0,N,#N/A,3,,N/A,N,37.63,58.71,48.925,0,23.09%,0,48.925,0,0,0,0,0,1,E
211360,MAKACB-13546,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13546 Comet Diamond Wheel 300mm x 20mm 3DDG,Y,Y,,N,N,0,N,#N/A,,,N/A,N,41,63.96,53.3,0,23.08%,0,0,3,0,3,0,0,0,F
211361,MAKACB-13552,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13552 Comet Diamond Wheel 350mm x 25.4mm 3DDG,Y,Y,,N,N,0,N,#N/A,,,N/A,N,66.4,103.58,86.31666667,0,23.07%,0,0,0,0,0,0,0,0,F
211362,MAKACB-13568,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13568 Comet Diamond Wheel 400mm x 25.4mm 3DDG,Y,Y,,N,N,0,N,#N/A,,,N/A,N,80.36,125.37,104.475,0,23.08%,0,208.95,0,0,0,0,0,2,E
211363,MAKACB-12974,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-12974 Comet Diamond Wheel 100mm x 16.0mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,11.28,17.6,14.66666667,0,23.09%,0,0,0,0,0,0,0,0,F
211364,MAKACB-12980,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-12980 Comet Diamond Wheel 115mm x 22.23mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,12.47,19.46,16.21666667,0,23.10%,0,0,0,0,0,0,0,0,F
211365,MAKACB-13007,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13007 Comet Diamond Wheel 150mm x 22.23mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,17.5,27.3,22.75,0,23.08%,0,22.75,0,0,0,0,0,1,E
211366,MAKACB-13013,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13013 Comet Diamond Wheel 175mm x 22.23mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,22.25,34.71,28.925,0,23.08%,0,0,0,0,0,0,0,0,F
211367,MAKACB-13029,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13029 Comet Diamond Wheel 200mm x 30mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,26.09,40.7,33.91666667,0,23.08%,0,0,0,0,0,0,0,0,F
211368,MAKACB-13035,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13035 Comet Diamond Wheel 230mm x 22.23mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,29.3,45.7,38.08333333,0,23.06%,0,76.16666667,0,0,0,0,0,2,E
211369,MAKACB-13041,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13041 Comet Diamond Wheel 300mm x 25.4mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,53.22,83.02,69.18333333,0,23.07%,0,0,0,0,0,0,0,0,F
211370,MAKACB-13057,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13057 Comet Diamond Wheel 350mm x 25.4mm Turbo Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,70.69,110.27,91.89166667,0,23.07%,0,0,0,0,0,0,0,0,F
211371,MAKACB-13231,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Circular Saw/TCT Blades,Makita B-13231 Comet Tuck Point for Mortar 100mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,34.14,53.26,44.38333333,0,23.08%,0,0,0,0,0,0,0,0,F
211372,MAKACB-13247,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Circular Saw/TCT Blades,Makita B-13247 Comet Tuck Point for Mortar 115mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,34.14,55.31,46.09166667,0,25.93%,0,0,0,0,0,0,0,0,F
211373,MAKACB-13253,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Circular Saw/TCT Blades,Makita B-13253 Comet Tuck Point for Mortar 125mm,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,40.04,62.46,52.05,0,23.07%,0,0,0,0,0,0,0,0,F
211374,MAKACB-13079,Makita ,Accessories,Power Tool Accessories,Diamond Blades,Makita Diamond Blades,Makita B-13079 Comet Diamond Wheel 100mm x 16mm Continuous Rim,Y,Y,,N,N,0,N,#N/A,,,N/A,N,13.36,20.85,17.375,0,23.11%,0,0,0,0,0,0,0,0,F
