r,Product SKU,Brand,Parent Category,Sub Category 1,Sub Category 2,Brand Category,Product Name,Weight,Dimensions,Optimised Description?,PDP?,Promo Badges,Number of Offer Categories,Bulk Pricing Rules?,Cross Sells Updated?,Number of Images,Filters Correct?,Batteries Included,Part of a Recipe?,Cost Price ex VAT,Selling Price inc VAT,Selling Price ex VAT,Sale Price inc VAT,Calculated Profit % Per Unit,Stock Value,Calculated Revenue ,Availabile Stock,Supplier Stock,Promotion Availability,On Order?,Total Sales this Year,Total Sales Last Year,Best Seller Status
20968,MAKPDDF453Z,Makita ,Power Tools,Drill Drivers,,Makita Drill Drivers,Makita DDF453Z 18V LXT Cordless Drill Driver (Body Only),Y,Y,,N,N,3,N,#N/A,,,0,N,57.35,82.58,68.81666667,80.11,16.66%,57.35,1169.883333,1,0,1,0,1,17,D
20971,MAKPFS2500/1,Makita ,Power Tools,Screwdrivers,,Makita Autofeed Guns & Drywall Screwdrivers,Makita FS2500 2500rpm Drywall TEK Screwdriver 570W 110V,Y,Y,,N,N,0,N,29.05.25,,,N/A,N,88.47,127.4,106.1666667,0,16.67%,0,0,0,0,0,0,0,0,F
20972,MAKPDTW450Z,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,"Makita DTW450Z 18V 1/2"" Impact Wrench (Body Only)",Y,Y,,N,N,0,N,11.03.25,1,,0,N,159.74,230.03,191.6916667,0,16.67%,0,766.7666667,0,0,0,0,0,4,E
20973,MAKPGA4034/2,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA4034 100mm Angle Grinder 720W 240V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,51.2,76.8,64,0,20.00%,0,0,0,0,0,0,0,0,F
21049,MAKP4350CT/2,Makita ,Power Tools,Jigsaws,,Makita Jigsaws,Makita 4350CT/2 Orbital Action Jigsaw 720W 240V,Y,Y,,N,N,0,N,26.07.24,3,,N/A,N,125.34,180.49,150.4083333,0,16.67%,0,0,0,0,0,0,0,0,F
21051,MAKP447M/1240,Makita ,Power Tools,Vacuums & Dust Extractors,,#N/A,Makita 447M 45L Wet and Dry Dust Extractor 2000W 240V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,0,569.05,474.2083333,0,100.00%,0,0,0,0,0,0,0,0,F
21052,MAKGDCS5121,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DCS5121 50cc 2-Stroke Petrol Chainsaw 45cm in Metal Case,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,0,262.34,218.6166667,0,100.00%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
21056,MAKPDHP482ZW,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP482ZW 18V Combi Drill White Edition (Body Only),Y,Y,,N,N,0,N,#N/A,2,,0,Y,31.64,50.01,41.675,0,24.08%,0,0,0,0,0,0,0,0,F
21058,MAKPGA5021/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA5021 125mm Angle Grinder 1050W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,81.92,126.81,105.675,0,22.48%,0,0,0,0,0,0,0,0,F
21064,MAKPGA4030R/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA4030R 100mm Slim Body Angle Grinder 720W 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,48,68.54,57.11666667,0,15.96%,0,228.4666667,0,0,0,0,0,4,E
21067,MAKPBO4556/1,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita BO4556 Finishing Sander 200W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,49.15,83.75,69.79166667,0,29.58%,0,0,0,0,0,0,0,0,F
21069,MAKPBO4556/2,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita BO4556 Orbital Sander 200W 240V,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,49.15,83.75,69.79166667,0,29.58%,0,0,0,0,0,0,0,0,F
21071,MAKPGA5021C/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA5021C 125mm Angle Grinder 1450W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,113.66,177.32,147.7666667,0,23.08%,0,0,0,0,0,0,0,0,F
21073,MAKPGA5040C/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA5040C 125mm Angle Grinder 1400W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,102.4,160.97,134.1416667,0,23.66%,0,0,0,0,0,0,0,0,F
21075,MAKPDMR106B,Makita ,Power Tools,Radios & Speakers,,Makita Radios,Makita DMR106B Bluetooth/USB Black Jobsite Radio,Y,Y,,N,N,0,N,#N/A,,,N/A,N,0,131.15,109.2916667,0,100.00%,0,0,0,0,0,0,0,0,F
21079,MAKPGA4030R/2,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA4030R 100mm Slim Body Angle Grinder 720W 240V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,45.6,70.04,58.36666667,0,21.87%,136.8,1342.433333,3,0,3,0,0,23,D
21085,MAKP9565PZ/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita 9565PZ 125mm Angle Grinder 1100W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,75,113.4,94.5,0,20.63%,#N/A,0,0,0,0,0,0,0,F
21086,MAKPBHR262RDE,Makita ,Power Tools,SDS Max Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita BHR262RDE 36V LXT Rotary Hammer with 2x 2.6 Lith,Y,Y,,N,N,3,N,#N/A,3,,N/A,N,0,588.29,490.2416667,0,100.00%,0,0,0,0,0,0,0,0,F
21087,MAKPBHR262TRDE,Makita ,Power Tools,SDS Max Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita BHR262TRDE 36v LXT Rotary Hammer QCC 2x2.6,Y,Y,,N,N,3,N,#N/A,1,,N/A,N,0,630.32,525.2666667,0,100.00%,0,0,0,0,0,0,0,0,F
21090,MAKGHW111,Makita ,Gardening,Pressure Washers,,Makita Pressure Washers,Makita HW111 Compact Pressure Washer 1700W 110bar,Y,Y,,N,N,1,N,22.07.25,1,,N/A,N,150.4,209.36,174.4666667,0,13.79%,0,697.8666667,0,0,0,0,0,4,E
21094,MAKPDSS501Z,Makita ,Power Tools,Circular Saws,,Makita Circular Saws,Makita DSS501Z LXT 18V Cordless 136mm Circular Saw (Body Only),Y,Y,,N,N,2,N,#N/A,1,,0,N,117,168.48,140.4,0,16.67%,0,1544.4,0,0,0,0,0,11,D
21095,MAKPGA9040S/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA9040S 230mm Angle Grinder 2400W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,126.22,181.76,151.4666667,0,16.67%,0,605.8666667,0,0,0,0,0,4,E
21096,MAKPTM3000C/1,Makita ,Power Tools,Multi-Tools,,Makita Multitools,Makita TM3000C Multi-Tool 110V 320W,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,82.32,123.48,102.9,0,20.00%,0,0,0,0,0,0,0,0,F
21097,MAKPDCO180Z,Makita ,Power Tools,Cutters,,Makita Miscellaneous,Makita DCO180Z 18V Cordless Drywall Cutter (Body Only),Y,Y,,N,N,0,N,02.10.25,,,0,Y,92.32,134.05,111.7083333,0,17.36%,92.32,6367.375,1,0,1,14,3,57,D
21098,MAKPDHR243Z,Makita ,Power Tools,SDS Max Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR243Z 18V LXT 24mm Brushless SDS+ Rotary Hammer (Body Only),Y,Y,,N,N,3,N,29.05.25,2,,0,Y,122.36,219.99,183.325,169.39,33.26%,7341.75,13382.725,52,0,52,0,55,73,D
21099,MAKPDJV182Z,Makita ,Power Tools,Jigsaws,,Makita Jigsaws,Makita DJV182Z LXT 18V Brushless Jigsaw (Body Only),Y,Y,,N,N,2,N,26.07.24,,,0,Y,138.12,200.56,167.1333333,0,17.36%,1657.49,22061.6,12,0,12,65,0,132,C
21100,MAKPGA5021/2,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA5021 125mm Angle Grinder 1050W 240V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,82.77,121.18,100.9833333,0,18.04%,0,0,0,0,0,0,0,0,F
21101,MAKPGD0810C/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GD0810C Low Speed Die Grinder 750W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,175,268.8,224,0,21.88%,0,0,0,0,0,0,0,0,F
21102,MAKPRT0700CX4/2,Makita ,Power Tools,Routers,,Makita Routers & Tile Cutters,"Makita RT0700CX4 1/4"" Router Trimmer 710W 240V",Y,Y,,N,N,0,N,#N/A,3,,N/A,N,70.66,115.31,96.09166667,0,26.47%,0,0,0,0,0,0,0,0,F
21105,MAKPBO5031/2,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,"Makita BO5031 5"" Random Orbit Sander 300W 240V",Y,Y,,N,N,0,N,#N/A,1,,N/A,N,71.68,106.66,88.88333333,0,19.35%,0,0,0,0,0,0,0,0,F
21111,MAKPGA4530RKD/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA4530RKD 115mm Angle Grinder 720W 110V,Y,Y,,N,N,1,N,#N/A,1,,N/A,N,44,72.34,60.28333333,0,27.01%,0,0,0,0,0,0,0,0,F
21113,MAKPCC301DWAE,Makita ,Power Tools,Cutters,,Makita Circular Saws,Makita CC301DWAE CXT 12V Cordless 85mm Tile Cutter with 2 x 2.0Ah Batteries,Y,Y,,N,N,0,N,02.09.24,3,,2,N,145.16,226.45,188.7083333,0,23.08%,290.32,6604.791667,2,0,2,0,1,35,D
21114,MAKPDDF458Z,Makita ,Power Tools,Drill Drivers,,Makita Drill Drivers,Makita DDF458Z LXT 18V Cordless 13mm Drill Driver (Body Only),Y,Y,,N,N,2,N,#N/A,1,,0,N,122.15,175.89,146.575,0,16.66%,610.74,3224.65,5,0,5,0,1,22,D
21115,MAKPDFR750Z,Makita ,Power Tools,Screwdrivers,,Makita Autofeed Guns & Drywall Screwdrivers,Makita DFR750Z 18V Cordless Auto-Feed Screwdriver (Body Only),Y,Y,,N,N,0,N,29.05.25,1,,0,N,189.24,266.83,222.3583333,0,14.89%,0,4891.883333,3,0,3,0,0,22,D
21117,MAKPDHR264Z,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR264Z 36V SDS+ Rotary Hammer (Body Only),Y,Y,,N,N,1,N,29.05.25,,,0,Y,242.06,348.57,290.475,313.71,16.67%,3630.9,44442.675,15,0,15,0,2,153,C
21118,MAKPDP4011/2,Makita ,Power Tools,Percussion Drills,,Makita Rotary Drills,Makita DP4011 240v 13mm Rotary Drill,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,124.52,179.31,149.425,0,16.67%,0,0,0,0,0,0,0,0,F
21119,MAKPGA4534/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA4534 115mm Paddle Switch Grinder 720W 110V,Y,Y,,N,N,1,N,#N/A,1,,N/A,N,56.83,81.84,68.2,0,16.67%,0,136.4,0,0,0,0,0,2,E
21121,MAKPGA9020KD/2,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA9020KD 230mm Grinder 2000W 240V with Blade,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,94.21,152.96,127.4666667,0,26.09%,0,0,0,0,0,0,0,0,F
21125,MAKPHM1213C/1,Makita ,Power Tools,Breakers & Demolition Hammers,,Makita SDS Max Hammer Drills,Makita HM1213C 110v AVT Demolition Hammer,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,611.12,806.68,672.2333333,0,9.09%,0,672.2333333,0,0,0,0,0,1,E
21126,MAKPHP1631K/1,Makita ,Power Tools,Percussion Drills,,Makita Rotary Drills,Makita HP1631K/1 Corded Percussion Drill 710W 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,74,116.33,96.94166667,0,23.67%,0,0,0,0,0,0,0,0,F
21130,MAKPBO3711/2,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,"Makita BO3711 1/3"" Sheet Orbital Sander 190W 240V",Y,Y,,N,N,0,N,#N/A,,,N/A,N,74.75,120.2,100.1666667,0,25.37%,0,0,0,0,0,0,0,0,F
21134,MAKPDHR241Z,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR241Z LXT 18V SDS+ Rotary Hammer Drill (Body Only),Y,Y,,N,N,3,N,29.05.25,1,,0,N,124.93,179.9,149.9166667,0,16.67%,0,5696.833333,0,0,0,3,0,38,D
21135,MAKPDTW1002RTJ,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,"Makita DTW1002RTJ 18V 1/2"" Brushless Impact Wrench with 2x 5.0Ah Batteries",Y,Y,,N,N,0,N,11.03.25,1,,2,N,310.47,455.65,379.7083333,0,18.23%,0,1139.125,0,0,4,0,0,3,E
21136,MAKPFS2700/1,Makita ,Power Tools,Screwdrivers,,Makita Autofeed Guns & Drywall Screwdrivers,Makita FS2700 2500rpm Drywall Screwdriver 570W 110V,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,90.8,142.73,118.9416667,0,23.66%,0,0,0,0,0,0,0,0,F
21138,MAKPHM1111C/1,Makita ,Power Tools,Breakers & Demolition Hammers,,Makita SDS Max Hammer Drills,Makita HM1111C 110v SDS MAX Demo Hammer AVT,Y,Y,,N,N,0,N,28.05.25,1,,N/A,N,517.73,714.47,595.3916667,0,13.04%,0,595.3916667,0,0,0,0,0,1,E
21141,MAKPLS0714/1,Makita ,Power Tools,Mitre Saws,,Makita Mitre Saws,Makita LS0714 190mm Slide Comp Mitre Saw 1010W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,289,440.44,367.0333333,0,21.26%,0,0,0,0,0,0,0,0,F
21147,MAKGHW112,Makita ,Gardening,Pressure Washers,,Makita Pressure Washers,Makita HW112 1600w 120bar Pressure Washer,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,126,195.05,162.5416667,0,22.48%,0,0,0,0,0,0,0,0,F
21148,MAKGHW132,Makita ,Gardening,Pressure Washers,,Makita Pressure Washers,Makita HW132 2100w 140bar Pressure Washer,Y,Y,,N,N,0,N,22.07.25,,,N/A,N,255.26,367.58,306.3166667,0,16.67%,0,306.3166667,0,0,0,0,0,1,E
21149,MAKP5903RK/1,Makita ,Power Tools,Circular Saws,,Makita Circular Saws,Makita 5903RK 235mm Circular Saw with Case 2000W 110V,Y,Y,,N,N,0,N,30.05.25,3,,N/A,N,212.99,293.93,244.9416667,0,13.04%,0,3184.241667,0,0,0,0,0,13,D
21152,MAKP9911/2,Makita ,Power Tools,Sanders,,Makita Belt Sanders,"Makita 9911 3"" Belt Sander 650W 240V",Y,Y,,N,N,0,N,02.10.25,3,,N/A,N,96,138.24,115.2,0,16.67%,0,576,0,0,0,1,0,5,E
21153,MAKPBO5030/1,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,"Makita BO5030 5"" Random Orbit Sander 300W 110V",Y,Y,,N,N,0,N,02.10.25,1,,N/A,N,76.8,110.59,92.15833333,0,16.67%,0,552.95,0,0,0,0,0,6,E
21154,MAKPBO5030/2,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita BO5030 125mm Random Orbital Sander 300W 240V,Y,Y,,N,N,0,N,02.10.25,1,,N/A,N,76.8,110.59,92.15833333,0,16.67%,0,737.2666667,0,0,0,0,0,8,E
21156,MAKPDBN500ZJ,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,Makita DBN500ZJ 18V LXT 18Ga Brad Nailer (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,366.59,505.9,421.5833333,0,13.04%,361.11,0,1,0,1,0,0,0,F
21165,MAKPDTW1001Z,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,"Makita DTW1001Z 18V 3/4"" Brushless Impact Wrench (Body Only)",Y,Y,,N,N,0,N,#N/A,,,0,Y,238.4,349.02,290.85,0,18.03%,0,4071.9,0,0,0,0,0,14,D
21166,MAKPGA5034/2,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA5034 125mm Paddle Switch Grinder 720W 240V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,59,84.96,70.8,0,16.67%,0,283.2,0,0,0,0,0,4,E
21167,MAKPGA7020/2,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA7020 180mm Grinder 2000W 240V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,88.47,135.9,113.25,0,21.88%,0,113.25,0,0,0,0,0,1,E
21169,MAKPHP1641K/1,Makita ,Power Tools,Percussion Drills,,Makita Rotary Drills,Makita HP1641K 110v Keyless Chuck Percussion Drill,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,76,121.3,101.0833333,0,24.81%,0,0,0,0,0,0,0,0,F
21170,MAKPHP2051/1,Makita ,Power Tools,Percussion Drills,,Makita Rotary Drills,Makita HP2051 110v Percussion Drill,Y,Y,,N,N,0,N,30.05.25,1,,N/A,N,140.9,202.9,169.0833333,0,16.67%,0,169.0833333,0,0,0,0,0,1,E
21172,MAKPHP2051F/2,Makita ,Power Tools,Percussion Drills,,Makita Rotary Drills,Makita HP2051F 240v Percussion Drill,Y,Y,,N,N,0,N,30.05.25,1,,N/A,N,143.36,206.44,172.0333333,0,16.67%,0,0,0,0,0,0,0,0,F
21175,MAKPHR3210C/2,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita HR3210C 32mm 3-Mode SDS+ Rotary Hammer 850W 240V,Y,Y,,N,N,1,N,#N/A,1,,N/A,N,400.38,528.51,440.425,0,9.09%,0,0,0,0,0,0,0,0,F
21182,MAKPLW1400/1,Makita ,Power Tools,Cut Off Saws,,Makita Cut Off Saws,Makita LW1400 355mm Cut Off Saw 1650W 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,193.06,296.54,247.1166667,0,21.87%,0,247.1166667,0,0,0,0,0,1,E
21183,MAKPUB1103/1,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita UB1103 110v 600w Blower,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,85.5,134.41,112.0083333,0,23.67%,0,0,0,0,0,0,0,0,F
21184,MAKGHW121,Makita ,Gardening,Pressure Washers,,Makita Pressure Washers,Makita HW121 1800w 130bar Pressure Washer,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,217.5,347.13,289.275,0,24.81%,0,0,0,0,0,0,0,0,F
21185,MAKGHW140,Makita ,Gardening,Pressure Washers,,Makita Pressure Washers,Makita HW140 2300w 140bar Pressure Washer,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,377.33,543.36,452.8,0,16.67%,0,0,0,0,0,0,0,0,F
21187,MAKP5903RK/2,Makita ,Power Tools,Circular Saws,,Makita Circular Saws,Makita 5903RK 235mm Circular Saw with Case 2000W 240V,Y,Y,,N,N,0,N,30.05.25,3,,N/A,N,212.99,293.93,244.9416667,0,13.04%,0,489.8833333,0,0,0,0,0,2,E
21188,MAKP8406C/1,Makita ,Power Tools,Diamond Core Drills,,Makita Diamond Core Drills,Makita 8406C Percussion & Diamond Core Drill 1400W 110V,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,420.8,605.95,504.9583333,0,16.67%,0,2019.833333,0,0,0,0,0,4,E
21190,MAKP9404/2,Makita ,Power Tools,Sanders,,Makita Belt Sanders,Makita 9404/2 100mm Belt Sander 1010W 240V,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,215.04,327.72,273.1,0,21.26%,0,0,0,0,0,0,0,0,F
21193,MAKPBO5041/2,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita BO5041 125mm Random Orbital Sander 300W 240V,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,79.46,123.01,102.5083333,0,22.48%,0,0,0,0,0,0,0,0,F
21196,MAKPDA3010/2,Makita ,Power Tools,Percussion Drills,,Makita Rotary Drills,Makita DA3010 240v 10mm Rotary Drill,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,106.5,164.86,137.3833333,0,22.48%,0,0,0,0,0,0,0,0,F
21197,MAKPDA4000LR/1,Makita ,Power Tools,Angle Drills,,Makita Angle Drills,Makita DA4000LR Rotary Angle Drill 710W 110V,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,292.8,428.66,357.2166667,0,18.03%,0,0,0,0,0,0,0,0,F
21208,MAKPDVC350Z,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita DVC350Z 18V LXT Vacuum Cleaner (Body Only),Y,Y,,N,N,2,N,02.10.25,1,,0,Y,178.4,256.9,214.0833333,0,16.67%,0,2783.083333,0,0,0,0,0,13,D
21209,MAKPFS2300/1,Makita ,Power Tools,Screwdrivers,,Makita Autofeed Guns & Drywall Screwdrivers,Makita FS2300 2500rpm Drywall Screwdriver 570W 110V,Y,Y,,N,N,0,N,#N/A,1,,N/A,N,78.51,124.36,103.6333333,0,24.24%,0,0,0,0,0,0,0,0,F
